21,7357,Nova Olinda do Maranhao,122,1
21,7407,Olho dagua das Cunhas,72,1
21,7456,Olinda Nova do Maranhao,23,1
21,7506,Paco do Lumiar,7452,1
21,7605,Palmeirandia,7353,1
21,7704,Paraibano,7254,1
21,7803,Parnarama,7155,1
21,7902,Passagem Franca,7056,1
21,8009,Pastos Bons,6949,2
21,8058,Paulino Neves,6900,1
21,8108,Paulo Ramos,6850,1
21,8207,Pedreiras,6751,1
21,8256,Pedro do Rosario,6702,1
21,8306,Penalva,6652,1
21,8405,Peri Mirim,6553,1
21,8454,Peritoro,6504,1
21,8504,Pindare-Mirim,6454,1
21,8603,Pinheiro,6355,1
21,8702,Pio XII,6256,1
21,8801,Pirapemas,6157,1
21,8900,Pocao de Pedras,6058,1
21,9007,Porto Franco,5951,1
21,9056,Porto Rico do Maranhao,5902,1
21,9106,Presidente Dutra,5852,1
21,9205,Presidente Juscelino,5753,1
21,9239,Presidente Medici,5719,1
21,9270,Presidente Sarney,5688,1
21,9304,Presidente Vargas,5654,1
21,9403,Primeira Cruz,5555,1
21,9452,Raposa,5506,1
21,9502,Riachao,5456,1
21,9551,Ribamar Fiquene,5407,1
21,9601,Rosario,5357,1
21,9700,Sambaiba,5258,1
21,9759,Santa Filomena do Maranhao,5199,1
21,9809,Santa Helena,5149,1
21,9908,Santa Ines,5050,1
21,10005,Santa Luzia,4953,1
21,10039,Santa Luzia do Parua,4919,1
21,10104,Santa Quiteria do Maranhao,4854,1
21,10203,Santa Rita,4755,1
21,10237,Santana do Maranhao,4721,2
21,10278,Santo Amaro do Maranhao,4680,1
21,10302,Santo Antonio dos Lopes,4656,1
21,10401,Sao Benedito do Rio Preto,4557,1
21,10500,Sao Bento,4458,2
21,10609,Sao Bernardo,4349,1
21,10658,Sao Domingos do Azeitao,4300,1
21,10708,Sao Domingos do Maranhao,4250,1
21,10807,Sao Felix de Balsas,4151,1
21,10856,Sao Francisco do Brejao,4102,1
21,10906,Sao Francisco do Maranhao,4052,1
21,11003,Sao Joao Batista,3955,1
21,11029,Sao Joao do Caru,3929,1
21,11052,Sao Joao do Paraiso,3906,1
21,11078,Sao Joao do Soter,3880,1
21,11102,Sao Joao dos Patos,3856,1
21,11201,Sao Jose de Ribamar,3757,1
21,11250,Sao Jose dos Basilios,3708,1
21,11300,Sao Luis,3658,1
21,11409,Sao Luis Gonzaga do Maranhao,3549,1
21,11508,Sao Mateus do Maranhao,3450,1
21,11532,Sao Pedro da agua Branca,3426,2
21,11573,Sao Pedro dos Crentes,3385,1
21,11607,Sao Raimundo das Mangabeiras,3351,1
21,11631,Sao Raimundo do Doca Bezerra,3327,1
21,11672,Sao Roberto,3286,1
21,11706,Sao Vicente Ferrer,3252,1
21,11722,Satubinha,3236,1
21,11748,Senador Alexandre Costa,3210,1
21,11763,Senador La Rocque,3195,1
21,11789,Serrano do Maranhao,3169,1
21,11805,Sitio Novo,3153,1
21,11904,Sucupira do Norte,3054,1
21,11953,Sucupira do Riachao,3005,1
21,12001,Tasso Fragoso,2957,2
21,12100,Timbiras,2858,1
21,12209,Timon,2749,1
21,12233,Trizidela do Vale,2725,1
21,12274,Tufilandia,2684,1
21,12308,Tuntum,2650,1
21,12407,Turiacu,2551,1
21,12456,Turilandia,2502,1
21,12506,Tutoia,2452,1
21,12605,Urbano Santos,2353,1
21,12704,Vargem Grande,2254,1
21,12803,Viana,2155,1
21,12852,Vila Nova dos Martirios,2106,1
21,12902,Vitoria do Mearim,2056,1
21,13009,Vitorino Freire,1949,2
21,14007,Ze Doca,951,1
22,53,Acaua,7425,2
22,103,Agricolandia,7375,2
22,202,agua Branca,7276,1
22,251,Alagoinha do Piaui,7227,2
22,277,Alegrete do Piaui,7201,2
22,301,Alto Longa,7177,1
22,400,Altos,7078,2
22,459,Alvorada do Gurgueia,7019,1
22,509,Amarante,6969,2
22,608,Angical do Piaui,6870,2
22,707,Anisio de Abreu,6771,1
22,806,Antonio Almeida,6672,1
22,905,Aroazes,6573,1
22,954,Aroeiras do Itaim,6524,1
22,1002,Arraial,6476,1
22,1051,Assuncao do Piaui,6427,1
22,1101,Avelino Lopes,6377,1
22,1150,Baixa Grande do Ribeiro,6328,2
22,1176,Barra DAlcantara,6302,1
22,1200,Barras,6278,2
22,1309,Barreiras do Piaui,6169,1
22,1408,Barro Duro,6070,1
22,1507,Batalha,5971,1
22,1556,Bela Vista do Piaui,5922,1
22,1572,Belem do Piaui,5906,1
22,1606,Beneditinos,5872,1
22,1705,Bertolinia,5773,1
22,1739,Betania do Piaui,5739,1
22,1770,Boa Hora,5708,1
22,1804,Bocaina,5674,1
22,1903,Bom Jesus,5575,1
22,1919,Bom Principio do Piaui,5559,1
22,1929,Bonfim do Piaui,5549,1
22,1945,Boqueirao do Piaui,5533,1
22,1960,Brasileira,5518,1
22,1988,Brejo do Piaui,5490,1
22,2000,Buriti dos Lopes,5478,2
22,2026,Buriti dos Montes,5452,1
22,2059,Cabeceiras do Piaui,5419,1
22,2075,Cajazeiras do Piaui,5403,1
22,2083,Cajueiro da Praia,5395,1
22,2091,Caldeirao Grande do Piaui,5387,1
22,2109,Campinas do Piaui,5369,1
22,2117,Campo Alegre do Fidalgo,5361,1
22,2133,Campo Grande do Piaui,5345,1
22,2174,Campo Largo do Piaui,5304,1
22,2208,Campo Maior,5270,1
22,2251,Canavieira,5227,1
22,2307,Canto do Buriti,5171,1
22,2406,Capitao de Campos,5072,1
22,2455,Capitao Gervasio Oliveira,5023,1
22,2505,Caracol,4973,1
22,2539,Caraubas do Piaui,4939,1
22,2554,Caridade do Piaui,4924,1
22,2604,Castelo do Piaui,4874,1
22,2653,Caxingo,4825,1
22,2703,Cocal,4775,1
22,2711,Cocal de Telha,4767,1
22,2729,Cocal dos Alves,4749,1
22,2737,Coivaras,4741,1
22,2752,Colonia do Gurgueia,4726,1
22,2778,Colonia do Piaui,4700,1
22,2802,Conceicao do Caninde,4676,1
22,2851,Coronel Jose Dias,4627,1
22,2901,Corrente,4577,1
22,3008,Cristalandia do Piaui,4470,1
22,3107,Cristino Castro,4371,1
22,3206,Curimata,4272,1
22,3230,Currais,4248,1
22,3255,Curralinhos,4223,1
22,3271,Curral Novo do Piaui,4207,1
22,3305,Demerval Lobao,4173,1
22,3354,Dirceu Arcoverde,4124,1
22,3404,Dom Expedito Lopes,4074,1
22,3420,Domingos Mourao,4058,1
22,3453,Dom Inocencio,4025,1
22,3503,Elesbao Veloso,3975,1
22,3602,Eliseu Martins,3876,1
22,3701,Esperantina,3777,1
22,3750,Fartura do Piaui,3728,1
22,3800,Flores do Piaui,3678,2
22,3859,Floresta do Piaui,3619,1
22,3909,Floriano,3569,1
22,4006,Francinopolis,3472,1
22,4105,Francisco Ayres,3373,1
22,4154,Francisco Macedo,3324,1
22,4204,Francisco Santos,3274,1
22,4303,Fronteiras,3175,1
22,4352,Geminiano,3126,1
22,4402,Gilbues,3076,1
22,4501,Guadalupe,2977,1
22,4550,Guaribas,2928,1
22,4600,Hugo Napoleao,2878,1
22,4659,Ilha Grande,2819,1
22,4709,Inhuma,2769,1
22,4808,Ipiranga do Piaui,2670,1
22,4907,Isaias Coelho,2571,1
22,5003,Itainopolis,2475,1
22,5102,Itaueira,2376,1
22,5151,Jacobina do Piaui,2327,1
22,5201,Jaicos,2277,1
22,5250,Jardim do Mulato,2228,1
22,5276,Jatoba do Piaui,2202,1
22,5300,Jerumenha,2178,1
